CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
5.38,1.3,21.63,3.56,0.84,47.6,33.01,Lavender,4503.78,1.0,603.85
3.14,1.73,12.42,3.31,0.8,49.59,35.31,Eucalyptus,1787.16,0.8,552.02
8.73,1.76,21.83,4.43,0.86,26.55,43.53,Eucalyptus,5896.4,0.8,553.41
8.98,1.33,22.88,4.7,0.77,40.39,31.0,Avocado,9561.83,0.8,776.29
7.17,1.61,18.85,6.26,0.79,21.51,25.82,Wildflower,5948.66,0.97,312.83
9.05,1.65,16.74,3.94,0.83,44.4,36.97,Clover,5155.97,0.82,173.51
7.63,1.86,23.18,6.02,0.85,24.99,40.62,Sage,3442.61,0.64,589.79
4.28,1.25,19.98,5.5,0.74,35.41,22.76,Blueberry,5171.91,0.66,621.56
9.52,1.28,12.45,2.73,0.83,47.9,21.37,Thyme,1852.52,0.61,558.62
6.32,1.81,17.54,6.4,0.76,25.57,22.81,Tupelo,6617.11,1.0,936.38
9.55,1.68,14.61,3.92,0.81,42.05,35.94,Orange Blossom,7324.38,0.82,206.6
9.15,1.47,22.97,6.0,0.74,42.74,35.22,Lavender,8860.14,0.66,399.58
2.34,1.62,21.46,4.89,0.83,45.53,37.61,Lavender,8603.27,0.82,496.27
4.19,1.84,19.92,5.75,0.88,20.92,40.58,Wildflower,5341.54,0.64,204.93
2.74,1.48,13.82,7.12,0.84,21.72,31.14,Wildflower,7817.84,0.66,212.98
9.4,1.46,12.26,4.71,0.8,28.83,29.64,Rosemary,5331.6,0.82,620.47
3.04,1.71,15.22,6.07,0.74,30.44,37.56,Buckwheat,6143.43,0.68,466.62
3.04,1.54,23.64,6.9,0.7,37.65,40.33,Borage,3919.0,0.66,489.2
1.47,1.6,13.48,5.91,0.87,21.72,31.2,Rosemary,2308.05,0.64,479.2
5.15,1.45,17.71,6.21,0.86,32.06,34.55,Tupelo,2080.0,1.0,936.38
2.58,1.31,13.61,6.87,0.71,38.47,35.81,Blueberry,8317.01,0.68,645.24
4.56,1.49,19.54,6.31,0.86,26.89,35.66,Clover,8226.41,0.66,139.71
5.48,1.43,13.37,5.69,0.85,22.99,22.22,Buckwheat,6906.78,1.0,684.45
7.71,1.36,14.43,4.96,0.77,23.46,36.77,Alfalfa,9261.16,1.0,432.62
5.94,1.57,19.19,3.0,0.78,20.5,41.6,Wildflower,8034.88,1.0,321.85
2.31,1.71,23.74,5.61,0.7,35.27,37.51,Avocado,8853.74,0.68,665.85
6.45,1.34,23.87,5.95,0.74,26.52,37.02,Heather,5912.5,0.97,900.34
3.91,1.21,16.79,2.57,0.86,37.14,20.45,Borage,4907.5,0.66,489.2
8.49,1.61,21.43,5.69,0.83,45.35,34.95,Chestnut,2201.03,0.64,613.52
6.98,1.51,20.58,6.45,0.87,26.37,28.15,Tupelo,9907.88,0.94,884.83
5.71,1.48,13.06,2.8,0.82,29.75,33.82,Manuka,8285.68,0.97,949.32
8.15,1.76,15.8,5.98,0.76,21.86,30.65,Acacia,5498.77,0.66,359.59
9.42,1.84,19.19,6.27,0.79,48.57,37.96,Alfalfa,7934.61,0.66,286.27
4.81,1.46,23.32,5.92,0.8,23.46,23.96,Heather,5804.79,0.95,877.16
5.29,1.29,12.53,5.37,0.87,26.2,37.59,Chestnut,5327.47,0.97,939.52
2.53,1.68,14.6,6.08,0.74,26.0,29.16,Eucalyptus,2206.73,0.64,440.82
7.01,1.77,14.54,5.59,0.74,44.47,32.56,Alfalfa,9646.66,0.94,408.8
2.32,1.58,17.76,3.83,0.73,27.89,28.61,Buckwheat,1689.71,1.0,684.45
6.19,1.46,19.89,5.72,0.72,41.26,42.05,Sunflower,7698.79,0.95,838.98
7.98,1.24,15.78,5.75,0.88,40.3,29.06,Acacia,6975.28,0.66,359.59
1.09,1.55,23.93,4.99,0.84,49.28,38.76,Chestnut,9317.46,0.82,794.4
5.46,1.75,18.22,4.3,0.84,24.5,35.81,Orange Blossom,1586.99,1.0,251.38
9.15,1.69,13.45,3.4,0.79,44.39,44.27,Tupelo,5163.23,0.8,746.12
8.26,1.81,13.59,3.44,0.86,33.74,35.3,Tupelo,9007.15,0.84,788.3
9.15,1.65,24.61,4.42,0.77,26.55,31.05,Lavender,1699.38,0.8,479.95
3.24,1.69,12.48,4.37,0.83,47.09,21.71,Sunflower,7931.19,0.8,705.97
7.96,1.34,24.8,2.73,0.82,40.48,37.08,Tupelo,3562.69,0.66,619.63
4.45,1.31,19.34,2.82,0.9,27.35,42.49,Clover,6397.87,0.64,134.43
4.84,1.55,14.28,2.76,0.79,47.21,33.83,Rosemary,2402.09,0.94,713.42
7.42,1.44,13.33,3.61,0.8,21.14,37.26,Lavender,4056.38,1.0,603.85
8.53,1.66,18.94,5.48,0.8,26.16,35.03,Clover,2294.84,0.64,134.0
2.75,1.3,18.18,6.76,0.77,46.41,28.99,Heather,9492.61,0.66,612.96
6.91,1.65,15.54,4.36,0.84,20.33,27.95,Eucalyptus,9133.5,1.0,694.53
6.9,1.74,24.86,3.94,0.8,30.89,43.27,Eucalyptus,2973.24,1.0,694.53
8.83,1.6,14.9,2.92,0.87,24.25,24.89,Clover,5766.05,0.64,134.43
2.97,1.51,18.43,5.53,0.85,21.84,35.4,Lavender,3250.89,0.66,399.58
3.16,1.78,24.48,6.24,0.84,40.7,26.21,Manuka,5474.37,0.66,646.3
8.18,1.54,18.48,3.69,0.82,20.85,31.46,Orange Blossom,2298.12,0.8,199.8
1.5,1.46,22.27,6.63,0.82,49.55,20.1,Wildflower,2971.9,0.64,204.93
9.39,1.67,18.06,3.07,0.88,31.41,35.02,Acacia,6600.92,1.0,543.41
1.13,1.32,19.42,2.5,0.72,25.03,36.21,Avocado,7832.78,0.66,646.3
6.58,1.32,13.29,5.7,0.86,29.27,34.12,Borage,9108.23,0.97,724.03
2.58,1.81,19.09,5.76,0.88,33.17,21.69,Tupelo,1898.89,0.63,589.65
7.86,1.71,15.81,2.89,0.83,25.26,28.28,Wildflower,9332.33,0.66,212.98
1.25,1.24,24.83,4.04,0.8,34.08,38.05,Alfalfa,3415.13,0.84,364.2
1.84,1.24,20.12,6.0,0.89,39.9,44.68,Eucalyptus,8940.62,0.66,456.11
2.5,1.84,16.34,5.96,0.77,47.28,36.0,Thyme,2838.8,0.66,606.29
8.45,1.22,16.17,3.23,0.88,36.04,38.46,Rosemary,3258.68,0.84,635.59
6.94,1.41,22.38,7.02,0.8,47.78,36.37,Chestnut,6502.99,1.0,966.61
9.78,1.43,23.84,3.28,0.79,33.77,21.88,Tupelo,6284.56,1.0,936.38
7.0,1.22,20.42,4.95,0.82,43.51,43.58,Eucalyptus,9146.15,1.0,694.53
1.99,1.65,22.11,5.67,0.9,28.35,23.09,Sage,4416.12,0.64,589.79
6.22,1.52,18.9,3.72,0.74,32.97,23.32,Buckwheat,5163.75,1.0,684.45
3.13,1.83,23.07,4.35,0.82,48.91,28.78,Eucalyptus,8237.2,0.82,570.79
3.59,1.4,22.22,3.24,0.9,41.58,38.41,Borage,7996.55,1.0,744.91
2.33,1.78,12.6,3.15,0.88,33.39,29.24,Acacia,2892.08,0.84,457.47
6.24,1.37,20.07,7.42,0.82,37.96,25.7,Sage,5264.85,1.0,926.3
7.05,1.59,20.97,3.29,0.78,21.53,34.96,Acacia,2687.19,1.0,543.41
6.19,1.6,13.36,6.6,0.89,35.71,23.34,Alfalfa,4063.92,0.97,418.33
9.09,1.56,14.27,4.35,0.86,35.37,34.2,Orange Blossom,9308.34,0.84,211.63
7.29,1.51,21.19,2.66,0.84,41.59,43.92,Avocado,2039.19,0.61,595.49
3.49,1.51,22.37,5.35,0.89,47.67,35.26,Sunflower,9965.22,0.64,562.35
1.78,1.5,19.63,6.98,0.81,28.41,29.83,Borage,6539.12,0.66,492.92
1.1,1.36,18.49,4.63,0.83,31.43,26.46,Borage,8724.9,0.84,627.1
4.01,1.65,14.77,7.28,0.8,46.87,33.94,Clover,5194.76,0.66,139.71
2.99,1.57,20.27,5.71,0.85,40.27,26.25,Blueberry,4127.04,0.66,626.3
8.4,1.65,18.18,4.45,0.83,29.77,38.56,Wildflower,5629.44,0.82,264.51
4.5,1.36,15.05,5.91,0.73,34.47,32.43,Borage,4130.51,0.92,686.75
5.0,1.7,24.48,4.41,0.82,27.3,24.3,Thyme,5239.17,1.0,916.22
8.59,1.81,24.2,3.65,0.77,44.76,26.41,Acacia,4701.88,0.82,446.59
8.44,1.74,24.51,2.79,0.89,22.97,35.27,Buckwheat,7824.26,0.66,452.92
7.99,1.71,16.01,6.32,0.9,34.18,29.78,Alfalfa,9615.39,0.66,283.24
6.91,1.45,15.65,6.5,0.84,27.69,27.19,Rosemary,9243.75,0.97,733.82
6.41,1.63,24.55,4.86,0.84,27.6,33.33,Heather,9552.3,1.0,926.3
3.84,1.79,15.45,4.81,0.77,35.54,29.24,Acacia,2415.63,0.82,442.79
9.19,1.21,18.5,5.25,0.9,35.69,44.71,Alfalfa,7442.38,0.66,284.11
4.16,1.6,12.79,6.74,0.85,44.44,30.54,Rosemary,3867.02,0.66,499.59
7.64,1.68,22.38,5.02,0.86,40.06,28.91,Sage,7955.83,0.66,612.96
4.14,1.55,12.98,4.77,0.86,39.63,22.75,Lavender,1704.77,0.79,476.93
2.89,1.69,24.82,3.15,0.87,48.67,23.95,Sunflower,2405.54,0.77,682.03
7.66,1.25,22.47,5.98,0.79,44.6,28.69,Clover,2629.58,0.66,139.71
7.76,1.25,16.47,4.14,0.77,43.37,41.97,Tupelo,4293.1,0.8,746.12
8.98,1.51,23.59,4.03,0.82,21.53,26.56,Wildflower,9109.3,0.82,264.51
1.85,1.29,18.44,6.31,0.79,32.4,27.18,Wildflower,3483.31,0.68,219.42
7.69,1.51,20.13,3.96,0.79,35.7,31.83,Orange Blossom,2298.97,0.82,204.84
7.15,1.55,18.31,5.26,0.85,45.43,20.89,Blueberry,3374.77,0.95,896.25
4.42,1.45,14.67,4.93,0.82,32.43,34.6,Manuka,3315.02,0.84,822.23
6.36,1.83,17.68,6.62,0.89,20.65,24.86,Clover,4659.33,1.0,211.13
6.83,1.27,18.4,4.57,0.87,37.22,38.54,Heather,8949.78,1.0,926.3
2.3,1.22,24.07,4.86,0.89,43.93,31.64,Sunflower,1735.55,0.8,704.2
6.09,1.74,13.54,4.31,0.89,37.6,28.99,Clover,5664.87,1.0,211.13
2.9,1.72,17.36,5.24,0.84,45.59,32.25,Lavender,7869.6,0.87,526.49
1.96,1.86,12.81,6.67,0.88,30.88,37.95,Buckwheat,8978.73,0.68,466.62
9.22,1.35,17.01,6.84,0.79,47.36,35.35,Thyme,7761.2,0.87,798.84
7.58,1.76,23.18,5.51,0.84,28.69,41.09,Wildflower,6509.6,0.64,204.93
6.56,1.67,19.69,5.64,0.88,36.79,26.22,Wildflower,9373.45,0.99,319.27
1.34,1.4,23.55,3.85,0.84,46.34,41.53,Rosemary,6597.06,1.0,754.98
4.75,1.84,17.25,4.39,0.86,23.12,22.28,Blueberry,6363.54,1.0,946.46
3.48,1.76,22.42,5.06,0.86,27.3,44.95,Wildflower,6255.2,0.64,204.93
8.59,1.78,15.8,4.49,0.73,36.07,36.23,Borage,3502.18,0.84,627.1
7.71,1.86,18.1,5.45,0.79,24.92,32.45,Rosemary,9681.4,0.64,479.2
9.51,1.3,22.16,6.0,0.73,40.28,33.95,Sunflower,9724.52,0.64,562.35
4.91,1.62,12.11,5.29,0.73,38.57,27.39,Thyme,8378.32,0.99,908.88
3.21,1.33,12.17,6.1,0.72,21.42,29.32,Borage,1916.02,0.64,472.8
4.74,1.62,16.95,4.23,0.8,28.07,43.14,Sunflower,7441.42,1.0,885.99
1.17,1.85,12.16,7.01,0.89,44.52,39.32,Avocado,5350.02,0.66,646.3
6.06,1.45,16.99,7.19,0.76,29.49,29.54,Manuka,7800.19,1.0,976.69
6.44,1.27,18.49,5.26,0.73,49.45,33.98,Rosemary,5986.71,0.97,733.82
5.1,1.27,18.07,3.27,0.76,28.43,26.83,Chestnut,5647.75,1.0,966.61
7.54,1.56,17.74,6.88,0.79,41.13,20.45,Wildflower,3666.5,0.85,272.56
6.79,1.81,21.4,6.79,0.88,28.77,29.86,Alfalfa,9280.35,0.97,420.49
1.2,1.8,18.98,5.45,0.8,45.08,20.36,Sage,5150.92,0.64,589.79
2.97,1.82,19.98,7.18,0.77,49.67,43.72,Orange Blossom,5699.18,0.64,160.06
2.84,1.43,15.32,3.45,0.85,35.25,28.09,Avocado,8338.1,1.0,976.69
8.12,1.61,21.9,6.26,0.89,48.75,44.05,Manuka,8578.23,0.64,621.87
2.51,1.84,20.64,3.72,0.81,32.81,34.43,Acacia,4656.4,0.84,457.47
3.14,1.52,23.34,7.29,0.82,39.5,29.74,Manuka,1903.52,0.66,639.46
8.09,1.24,18.13,2.61,0.7,34.32,38.87,Chestnut,4142.19,0.68,658.98
8.46,1.39,13.33,6.84,0.76,31.99,24.69,Rosemary,2844.71,0.9,677.14
1.6,1.69,22.34,6.19,0.83,48.31,43.54,Chestnut,1817.79,0.61,589.34
4.78,1.23,23.5,3.28,0.8,43.56,43.54,Blueberry,1695.67,0.77,728.58
5.13,1.71,14.91,2.75,0.71,21.23,37.2,Tupelo,6762.19,0.97,910.13
7.79,1.41,16.79,5.52,0.79,33.79,27.3,Rosemary,2954.66,0.92,696.04
8.51,1.81,17.73,3.01,0.78,31.73,38.59,Avocado,6116.35,1.0,976.69
6.61,1.66,14.37,4.17,0.74,27.55,21.19,Manuka,4108.54,1.0,976.69
9.43,1.52,23.72,6.49,0.74,30.29,31.39,Alfalfa,8902.5,0.68,294.93
1.69,1.76,24.48,6.54,0.85,27.11,37.73,Wildflower,6309.39,0.66,212.98
3.84,1.64,23.94,6.7,0.79,38.44,29.16,Clover,2418.89,0.66,138.23
2.81,1.56,13.74,5.49,0.9,24.42,37.9,Heather,9323.59,0.66,612.96
7.67,1.67,24.2,2.72,0.79,44.88,30.06,Eucalyptus,8581.62,0.66,459.59
8.67,1.21,14.31,5.67,0.75,30.48,41.09,Lavender,9909.99,0.63,380.25
7.7,1.67,15.83,6.12,0.85,41.83,37.56,Wildflower,4531.65,0.66,212.98
9.04,1.69,15.38,3.5,0.8,25.13,23.46,Eucalyptus,7143.56,0.8,553.41
8.45,1.51,12.54,2.63,0.74,21.16,20.63,Manuka,4575.29,0.64,621.87
7.39,1.81,22.27,5.67,0.89,42.17,43.24,Thyme,2917.57,0.64,583.37
2.58,1.26,19.87,4.82,0.75,47.53,41.23,Sunflower,7064.54,0.8,705.97
4.95,1.38,20.89,3.69,0.85,37.7,23.26,Acacia,2725.33,1.0,543.41
9.85,1.69,20.04,6.54,0.83,35.99,22.04,Alfalfa,3737.25,0.66,284.11
7.16,1.35,15.68,2.79,0.83,33.52,25.11,Orange Blossom,2301.05,0.96,242.58
2.46,1.83,22.15,5.8,0.76,34.86,24.05,Rosemary,5005.03,0.66,495.81
6.89,1.7,21.54,3.58,0.74,27.9,23.89,Tupelo,1805.77,1.0,936.38
4.51,1.44,18.79,5.51,0.82,41.62,21.54,Borage,6176.74,0.88,653.2
8.75,1.66,14.77,7.11,0.78,36.83,31.15,Eucalyptus,7052.99,0.68,473.48
1.31,1.38,12.62,2.64,0.75,23.99,20.07,Lavender,9835.13,0.85,513.19
3.59,1.63,16.82,3.39,0.84,25.59,24.9,Lavender,4188.64,1.0,603.85
7.41,1.62,18.0,5.88,0.89,41.36,33.67,Alfalfa,9107.42,0.87,377.19
2.47,1.44,17.62,3.22,0.8,34.35,34.36,Thyme,6163.82,1.0,916.22
5.1,1.71,21.4,3.05,0.71,42.85,22.36,Buckwheat,9842.51,1.0,684.45
5.59,1.68,17.08,4.73,0.74,35.16,22.5,Sunflower,3797.68,1.0,885.99
6.86,1.75,16.01,6.65,0.83,30.71,25.57,Tupelo,5706.24,0.99,928.88
9.65,1.66,19.18,6.69,0.72,44.99,34.22,Chestnut,8978.86,0.66,639.64
3.66,1.86,20.03,6.33,0.81,35.73,43.49,Acacia,3310.51,0.66,356.87
9.14,1.46,13.67,6.69,0.76,49.58,35.43,Wildflower,2691.88,0.66,212.98
8.62,1.43,24.9,3.77,0.88,45.75,37.38,Sunflower,8157.48,1.0,885.99
3.01,1.5,16.15,7.19,0.9,23.11,20.37,Borage,1892.05,0.61,454.17
9.51,1.51,16.14,3.3,0.74,36.24,24.67,Manuka,5140.29,0.82,797.8
4.17,1.84,19.21,2.55,0.8,30.37,35.41,Heather,9486.9,0.68,631.49
6.77,1.8,23.48,7.47,0.83,21.53,20.82,Heather,5575.23,0.95,877.16
1.02,1.56,15.96,6.35,0.77,46.45,36.49,Eucalyptus,9877.74,0.64,440.82
1.02,1.38,18.57,5.84,0.81,36.42,35.76,Borage,6403.5,0.92,686.75
9.92,1.22,24.86,3.91,0.7,33.16,30.31,Acacia,7787.66,0.84,457.47
3.49,1.35,15.66,4.75,0.75,47.78,36.01,Blueberry,4926.51,0.82,777.84
8.39,1.42,16.06,2.91,0.72,20.35,21.22,Borage,2472.28,0.85,633.07
9.61,1.72,18.59,4.17,0.75,28.45,34.21,Lavender,9243.16,0.82,496.27
5.61,1.75,16.81,3.92,0.82,47.59,36.01,Thyme,5651.12,1.0,916.22
8.7,1.71,21.37,7.02,0.89,34.42,44.72,Borage,2581.28,0.66,489.2
4.94,1.34,18.13,3.04,0.8,44.86,25.87,Lavender,4568.78,1.0,603.85
3.52,1.84,22.57,3.88,0.75,39.96,32.27,Eucalyptus,2169.92,0.82,565.92
4.61,1.68,12.08,3.38,0.81,34.38,34.41,Manuka,5887.29,0.84,822.23
4.98,1.41,17.05,3.1,0.75,20.15,21.41,Lavender,5105.47,1.0,603.85
3.92,1.45,13.72,4.99,0.87,23.4,33.41,Sunflower,8467.61,0.82,728.14
8.91,1.46,21.72,3.09,0.76,38.42,29.62,Chestnut,9782.12,0.82,787.63
7.81,1.39,13.73,4.48,0.71,21.6,40.1,Buckwheat,4117.86,1.0,684.45
2.34,1.71,15.28,6.28,0.74,26.36,28.11,Buckwheat,7145.1,0.66,452.92
2.14,1.26,22.55,5.23,0.71,30.98,34.77,Blueberry,8446.16,0.68,645.24
5.37,1.77,22.13,5.18,0.87,24.91,28.19,Buckwheat,6408.73,0.97,665.27
7.83,1.56,15.32,2.65,0.71,42.75,37.77,Avocado,7820.34,0.66,646.3
4.05,1.67,12.17,3.57,0.8,46.13,30.08,Avocado,4763.84,0.82,802.69
5.56,1.37,13.45,2.84,0.81,24.27,31.6,Borage,4391.1,1.0,744.91
1.78,1.52,14.03,3.97,0.79,26.82,42.86,Sage,1508.6,0.77,713.06
1.56,1.78,22.8,3.19,0.76,24.48,29.67,Clover,5139.81,0.82,173.51
2.87,1.41,18.9,5.45,0.82,48.22,23.72,Acacia,7308.18,0.88,476.51
5.89,1.7,19.17,7.01,0.89,44.95,31.65,Rosemary,4815.9,0.97,733.82
5.84,1.81,22.94,4.9,0.83,39.83,41.46,Manuka,6208.79,1.0,976.69
3.62,1.4,23.21,4.12,0.72,38.71,37.9,Manuka,6466.4,1.0,976.69
7.05,1.48,20.32,2.55,0.77,43.64,27.83,Blueberry,3077.92,0.97,919.93
3.36,1.55,20.66,4.89,0.7,35.36,43.21,Borage,8719.53,0.82,608.46
9.53,1.71,13.77,2.52,0.87,30.8,28.86,Rosemary,2877.63,0.68,514.7
4.49,1.56,24.98,4.15,0.84,27.71,21.76,Sunflower,4340.99,0.8,705.97
5.84,1.68,21.36,5.96,0.71,46.43,28.74,Blueberry,6286.54,0.97,919.93
7.56,1.49,20.49,3.6,0.85,46.31,37.08,Blueberry,7403.62,0.82,777.84
4.58,1.75,24.86,5.34,0.74,21.66,32.2,Alfalfa,6961.01,0.66,286.27
5.94,1.72,22.69,4.26,0.86,31.32,39.99,Lavender,4794.23,1.0,603.85
6.67,1.67,17.21,4.94,0.88,46.24,39.34,Sunflower,3530.37,1.0,885.99
4.55,1.45,18.96,7.44,0.87,30.79,21.12,Sage,2678.59,0.66,608.32
9.64,1.79,16.73,7.26,0.73,46.68,34.65,Lavender,6731.75,0.66,399.58
1.85,1.8,23.79,4.54,0.8,28.11,27.8,Buckwheat,4702.43,0.82,562.51
4.15,1.69,12.72,3.32,0.74,43.36,21.99,Tupelo,6266.93,0.8,746.12
5.38,1.52,24.74,3.4,0.79,38.1,41.0,Borage,9730.04,1.0,744.91
7.02,1.45,20.5,5.78,0.75,34.81,34.39,Wildflower,8501.81,1.0,321.85
1.22,1.3,12.04,4.18,0.86,23.47,42.62,Avocado,4000.16,0.8,778.25
7.35,1.33,14.86,3.62,0.78,41.01,32.09,Avocado,9596.33,0.8,776.29
4.87,1.61,12.34,4.75,0.74,46.02,43.87,Wildflower,1935.91,1.0,321.85
3.28,1.6,18.38,6.97,0.89,44.15,44.45,Alfalfa,3408.33,0.64,275.45
3.58,1.71,16.75,4.2,0.74,37.35,25.76,Rosemary,2751.27,0.84,635.59
2.77,1.56,20.67,3.62,0.78,49.15,37.58,Orange Blossom,3089.96,0.82,206.6
4.88,1.33,15.25,3.88,0.88,26.44,21.53,Acacia,3550.97,1.0,543.41
6.17,1.44,24.47,5.65,0.88,26.63,44.57,Tupelo,7748.42,1.0,936.38
7.36,1.57,22.59,5.81,0.82,46.41,21.34,Clover,4925.27,0.64,134.43
1.11,1.57,20.36,3.63,0.9,31.06,26.13,Clover,8438.59,0.84,177.74
5.39,1.79,23.81,2.75,0.86,28.66,43.45,Borage,7212.82,0.95,705.39
5.01,1.72,14.17,4.44,0.79,38.08,26.13,Buckwheat,6817.81,1.0,684.45
8.72,1.41,12.88,6.32,0.79,20.36,25.89,Manuka,1859.26,0.88,854.49
8.32,1.32,13.05,6.78,0.73,39.14,22.68,Chestnut,9650.34,0.63,608.69
3.81,1.32,14.85,4.77,0.77,33.12,37.72,Blueberry,4914.48,0.84,796.78
3.49,1.69,16.47,4.46,0.79,32.82,39.2,Avocado,1559.77,0.82,795.84
7.64,1.44,12.33,3.66,0.82,21.62,36.2,Chestnut,7355.96,1.0,966.61
2.99,1.23,12.59,3.52,0.7,27.62,31.87,Sunflower,6413.84,0.82,728.14
1.97,1.46,13.55,4.81,0.79,44.12,39.64,Clover,3844.13,0.82,173.51
6.5,1.72,18.55,2.68,0.74,33.18,22.0,Clover,1534.8,0.94,198.45
8.37,1.6,19.76,5.48,0.82,26.41,38.76,Buckwheat,2835.69,0.66,452.92
3.25,1.22,23.25,7.45,0.9,39.22,29.26,Sunflower,9626.31,0.66,580.08
8.76,1.43,23.59,4.67,0.8,36.71,41.27,Sage,1530.81,1.0,926.3
5.23,1.63,23.89,5.9,0.85,28.01,20.09,Borage,5014.74,0.95,705.39
7.38,1.28,23.76,6.36,0.83,41.47,23.0,Eucalyptus,1855.44,0.61,423.45
2.78,1.63,15.58,5.73,0.8,32.66,39.32,Thyme,4716.17,0.68,624.62
8.58,1.37,23.99,3.75,0.73,32.81,41.67,Avocado,4591.65,1.0,976.69
7.74,1.4,19.7,4.96,0.75,42.41,24.03,Acacia,1783.92,1.0,543.41
4.76,1.62,24.85,3.16,0.81,36.18,28.43,Manuka,4492.33,0.84,822.23
4.38,1.75,16.86,2.89,0.89,48.33,37.11,Heather,5502.25,0.87,807.62
8.98,1.3,23.36,2.88,0.72,28.85,36.69,Wildflower,1561.65,0.64,204.28
7.03,1.84,13.87,3.04,0.78,46.71,42.04,Thyme,7245.46,1.0,916.22
7.32,1.39,15.23,7.0,0.88,24.47,36.06,Alfalfa,9358.74,0.9,390.18
4.59,1.79,23.48,7.41,0.85,21.1,21.9,Avocado,7850.82,0.64,621.87
6.91,1.32,24.8,3.73,0.85,45.78,30.43,Lavender,4532.77,1.0,603.85
5.53,1.49,21.97,5.6,0.88,39.66,38.0,Sage,6395.66,0.99,918.88
9.42,1.86,24.88,5.7,0.71,24.49,40.3,Blueberry,4604.62,0.64,602.62
3.54,1.47,18.36,5.98,0.74,26.42,27.82,Thyme,2765.25,0.66,606.29
6.39,1.67,18.6,4.87,0.83,45.98,30.04,Thyme,6169.73,1.0,916.22
9.7,1.29,23.2,7.28,0.74,35.09,39.26,Eucalyptus,8044.82,0.68,473.48
9.87,1.42,14.68,5.76,0.79,40.91,34.21,Avocado,3312.62,0.9,880.89
5.01,1.63,22.31,5.8,0.75,29.66,36.11,Buckwheat,8568.43,0.97,665.27
1.3,1.25,22.94,2.58,0.9,32.93,38.28,Rosemary,5600.41,0.68,514.7
7.39,1.73,24.55,3.12,0.84,30.26,23.45,Alfalfa,5238.29,0.82,353.38
4.86,1.28,23.09,2.52,0.88,37.64,29.6,Blueberry,1767.42,0.96,913.3
1.52,1.43,24.92,3.17,0.78,26.55,21.11,Sunflower,6329.4,1.0,885.99
4.58,1.35,21.27,3.57,0.8,40.99,22.68,Clover,6719.62,0.8,168.23
3.57,1.32,24.48,3.61,0.86,35.05,24.09,Rosemary,1899.88,0.79,596.29
7.83,1.29,15.18,4.96,0.82,33.69,27.8,Sunflower,1802.22,0.82,721.93
1.26,1.46,18.63,5.91,0.7,43.17,31.09,Orange Blossom,2819.3,0.66,166.35
1.3,1.31,16.24,3.79,0.71,40.1,20.99,Blueberry,7347.04,0.8,754.16
2.12,1.56,21.05,3.09,0.88,33.11,36.02,Wildflower,3986.87,0.84,270.95
5.9,1.65,20.81,4.33,0.87,27.04,32.45,Blueberry,5062.98,1.0,946.46
4.95,1.49,16.05,5.17,0.87,36.42,29.16,Wildflower,4405.92,0.99,319.27
4.11,1.32,21.26,6.06,0.87,47.48,30.8,Blueberry,6325.27,0.66,626.3
8.22,1.32,22.47,4.73,0.8,33.27,36.21,Clover,4876.42,0.84,177.74
5.34,1.76,15.89,5.19,0.87,41.98,34.79,Tupelo,7012.18,0.97,910.13
3.08,1.8,14.44,2.92,0.82,28.62,26.2,Eucalyptus,8013.01,0.66,459.59
8.3,1.25,21.54,6.46,0.75,39.75,35.65,Blueberry,6880.99,0.68,645.24
7.86,1.23,24.84,5.47,0.77,37.77,29.3,Sage,4424.11,0.68,631.49
4.05,1.34,21.53,2.83,0.71,27.48,29.67,Heather,7806.36,0.66,612.96
2.18,1.46,12.31,5.55,0.72,40.59,42.73,Thyme,5959.5,0.64,583.37
9.88,1.83,16.59,4.5,0.9,27.67,42.08,Manuka,3150.62,0.8,778.25
6.88,1.8,19.46,6.86,0.9,45.86,21.24,Heather,3224.25,0.95,877.16
2.68,1.29,18.24,5.77,0.74,48.31,21.51,Lavender,8077.09,0.64,384.48
3.27,1.24,14.71,5.01,0.74,24.33,41.86,Tupelo,1786.76,0.61,570.91
3.22,1.82,15.1,4.95,0.88,24.54,44.19,Alfalfa,4406.93,0.8,344.72
6.66,1.8,12.12,6.47,0.8,47.14,21.44,Manuka,2675.82,0.95,924.88
4.81,1.51,17.95,3.92,0.71,28.65,25.27,Sunflower,9074.23,1.0,885.99
4.44,1.85,21.85,2.56,0.87,31.51,27.79,Lavender,9681.53,0.66,395.35
9.35,1.74,21.29,6.54,0.79,29.9,26.96,Rosemary,6653.43,0.66,499.59
4.48,1.36,19.85,5.51,0.75,38.83,23.97,Lavender,7052.45,0.9,541.59
3.96,1.46,14.13,4.23,0.73,37.21,24.88,Buckwheat,2586.41,0.82,559.08
9.66,1.49,12.63,5.15,0.73,42.11,40.56,Acacia,2292.99,0.61,331.32
9.12,1.52,22.63,6.61,0.83,22.82,30.5,Eucalyptus,2593.84,0.66,459.59
2.32,1.35,17.09,7.47,0.85,31.23,34.45,Eucalyptus,4533.01,0.89,619.45
8.05,1.37,12.97,3.96,0.89,32.59,23.39,Manuka,9087.5,1.0,976.69
8.72,1.59,21.75,7.33,0.75,49.84,34.07,Heather,9493.48,0.66,612.96
1.97,1.49,20.58,3.46,0.87,47.43,22.06,Lavender,8600.54,0.8,481.16
